"filename", "language", "Properties", "JSON", "Markdown", "JSON with Comments", "TypeScript", "HTML", "SCSS", "TypeScript JSX", "CSS", "JavaScript", "XML", "comment", "blank", "total"
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\routes\AppRoutes.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\routes\core\ParamRoute.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 3, 18
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\routes\core\StaticRoute.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\routes\core\configureRoutes.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 3, 2, 11
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\routes\core\route.ts", "TypeScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 5, 2, 17
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\routes\core\types\IParamRoute.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 9, 2, 16
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\routes\core\types\IRoute.ts", "TypeScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 6, 1, 10
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\routes\core\types\IStaticRoute.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 9, 2, 15
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\routes\core\types\RouteConfig.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 3, 2, 7
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\routes\core\types\RouteParams.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 3, 3, 13
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\routes\core\types\RouteType.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 4, 2, 12
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\services\KeyTechnologyInfo.ts", "TypeScript", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 3, 4, 46
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\services\ProgrammingExperienceCalculator.ts", "TypeScript", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\services\ProjectTechStackCollector.ts", "TypeScript", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 5, 63
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\shared\model\ICustomer.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\shared\model\IImage.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\shared\model\IProject.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 2, 22
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\shared\model\ISkill.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\shared\model\ITask.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\shared\model\ITechnology.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\shared\model\ITestimonial.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\styles\colors.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 5, 21, 86
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\styles\components.scss", "SCSS", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 7, 45
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\styles\dimensions.module.scss", "SCSS", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 3, 19
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\styles\mixins.scss", "SCSS", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\styles\typography.scss", "SCSS", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 19, 126
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\types\IHaveChildren.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\types\IHaveClassName.ts", "TypeScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\types\Subtask.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\types\Task.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\types\Technology.ts", "TypeScript", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 1, 83
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\src\types\TechnologyType.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 14
"c:\Users\vtewe\VisualStudioCodeProjects\my-portfolio.react\tsconfig.json", "JSON with Comments", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"Total", "-", 9, 19770, 1, 26, 1675, 5281, 1633, 2785, 1562, 2, 375, 507, 1217, 34843
